"","State","County","Year","annual_median_income","prevalence_asthma_adults_age_adjusted","COPD_deaths_age_adjusted","percent_educ","percent_female","percent_no_leisure","percent_nonwhite","percent_obesity","percent_poverty","smoking_crude"
"903","Georgia","Grady",2018,41002,10.5,61,80.3,51.8,31.6,33.2,36.5,20,22.1
"904","Georgia","Grady",2019,42603,10.1,46.1,77.8,51.8,35.7,33.4,39.2,21.7,21.9
"905","Georgia","Greene",2018,54016,10.2,54.4,83.2,51.4,29.7,37.1,33.8,19.3,18.3
"906","Georgia","Greene",2019,60973,9.7,44.4,79.3,51.2,33.2,36.5,36.5,15,18.8
"907","Georgia","Gwinnett",2018,72008,8.5,49.8,87.7,51.2,27,45.6,31.7,9.2,14.1
"908","Georgia","Gwinnett",2019,72225,7.8,42.9,78.7,51.2,29.4,46.5,32,9.2,15.4
"909","Georgia","Habersham",2018,51829,9.6,81.5,78.2,52.7,28.1,9.7,34.2,14.9,20.2
"910","Georgia","Habersham",2019,51296,9.2,68.9,76.3,52.2,34,9.7,32.4,15.2,19.8
"911","Georgia","Hall",2018,61631,9.1,67.1,78.4,50.3,27,12.9,31.3,13.2,17.1
"912","Georgia","Hall",2019,66698,8.4,54.2,73.6,50.3,31.9,13,33.8,13.5,17.9
"913","Georgia","Hancock",2018,31716,11.3,56.4,71.5,45,37,73.9,41.8,30.7,24.9
"914","Georgia","Hancock",2019,31715,10.9,51.7,73.3,44.1,42.1,73.7,42.9,31.2,25.8
"915","Georgia","Haralson",2018,47662,9.7,79.1,80.7,51.4,27.3,7.6,29.7,15.9,22.4
"916","Georgia","Haralson",2019,49020,9.7,88.3,79.4,51.4,32.7,7.6,34,14.4,22.5
"917","Georgia","Harris",2018,74686,8.9,85.5,90.8,49.8,20.9,20.4,29.3,8.7,15
"918","Georgia","Harris",2019,74052,8.6,77,86.6,49.9,25.5,20.4,32.4,6.5,16.6
"919","Georgia","Hart",2018,47171,10.3,95.1,80.4,50.5,31,22.2,33.7,15,21.9
"920","Georgia","Hart",2019,50647,9.9,84.6,77.8,50.6,33.4,22.3,34.7,14.6,22.1
"921","Georgia","Heard",2018,46218,10,90.6,79.3,50.2,29.5,12.9,32.8,17.1,22.3
"922","Georgia","Heard",2019,48984,9.7,75.1,79,50,33.4,13,34.7,16.7,23.2
"923","Georgia","Henry",2018,72970,9.3,55.5,90.4,52.3,25.2,53.2,32.9,7.5,17
"924","Georgia","Henry",2019,72927,9.2,50.9,85.6,52.4,29.4,55.1,36.4,8.1,16.9
"925","Georgia","Houston",2018,60728,9.6,81.9,90.9,51.6,26.4,39.2,34.3,12.1,18.3
"926","Georgia","Houston",2019,65641,9.5,76.8,86.2,51.7,31,39.9,34.9,11,18
"927","Georgia","Irwin",2018,38156,10.3,115.7,81.6,47.9,32.5,30.5,37,24.3,23.7
"928","Georgia","Irwin",2019,42317,10,106.3,80,47.2,36.3,30.2,37.2,20.5,23.9
"929","Georgia","Jackson",2018,68984,9.2,63.4,83.7,50.6,25.8,11.6,27.6,8.7,19.6
"930","Georgia","Jackson",2019,66645,9,52.2,79.2,50.5,28.7,11.9,32.2,10.3,20.4
"931","Georgia","Jasper",2018,51241,10.4,79.6,78.6,50.8,30.7,22.6,34.3,15.4,23.6
"932","Georgia","Jasper",2019,59207,10,61.9,80.2,50.8,33.3,22.2,35.1,12.4,22.6
"933","Georgia","Jeff Davis",2018,37211,10.5,94.7,77.7,50.4,32.9,18.1,37.4,20.6,24.3
"934","Georgia","Jeff Davis",2019,40603,10.3,86.3,80.2,50.6,39.2,18.5,39.2,21.2,26.4
"935","Georgia","Jefferson",2018,38274,11.2,79.7,75.1,51.6,33.3,54.8,38.2,22.3,22.9
"936","Georgia","Jefferson",2019,35379,11.1,91.1,74.8,51.5,40.2,54.6,42.2,25.1,24.7
"937","Georgia","Jenkins",2018,31419,10.8,85.7,79.3,46.6,34.3,45.6,40.1,31.8,24.7
"938","Georgia","Jenkins",2019,32808,10.6,100.4,79.3,46.8,42.5,45.5,42.9,29,26.8
"939","Georgia","Johnson",2018,34849,10.1,81.2,77.2,43.9,32.3,36.3,37.9,30,24.1
"940","Georgia","Johnson",2019,37771,9.9,85.3,74.1,43.5,38.5,36.3,38.6,24.2,26.3
"941","Georgia","Jones",2018,55737,9.7,78.3,87.4,51.8,27.4,27.6,34.9,14.5,19.6
"942","Georgia","Jones",2019,56819,9.7,59.8,86.5,51.7,31.6,27.8,35.5,12.8,20.4
"943","Georgia","Lamar",2018,48323,10.2,107.8,86.7,51.8,28.3,33.6,33.7,17.3,20.5
"944","Georgia","Lamar",2019,57402,9.9,92.3,86.1,52.1,32.1,32.9,35.7,14.8,20.6
"945","Georgia","Lanier",2018,41564,10.1,96.7,79.4,50,29.9,27,34.1,20.3,22.8
"946","Georgia","Lanier",2019,42667,9.9,113,76.9,50,35.9,27.1,37.1,18.5,23.6
"947","Georgia","Laurens",2018,42114,10.4,92.3,85.1,52.7,31.7,40.1,34.1,24.6,23
"948","Georgia","Laurens",2019,42018,10.4,94.7,83.5,52.7,37.2,40.5,40.4,23.9,22.9
"949","Georgia","Lee",2018,66090,9.2,91.4,90.6,49.8,23.4,26.5,30.8,12.4,18
"950","Georgia","Lee",2019,72425,9,70.2,87.1,49.9,28.1,27.6,33.1,9.3,19
"951","Georgia","Liberty",2018,47685,9.9,70.1,90.9,49.8,30.5,53,38.7,16.1,19.4
"952","Georgia","Liberty",2019,51410,9.9,66.6,88.7,49.3,34.6,53,37.4,14.5,21.6
"953","Georgia","Lincoln",2018,46967,10.2,79.1,82.4,51.6,30.5,31.8,33.5,17.2,20.5
"954","Georgia","Lincoln",2019,45299,10.1,64.5,79.3,51.8,34.5,31.5,38.2,17.3,21.4
"955","Georgia","Long",2018,46428,9.9,74.9,85.2,49.7,30.1,33.5,34.6,16.8,22.2
"956","Georgia","Long",2019,52051,9.8,63.6,87.2,49.6,34.7,34.4,37,14.2,22.8
"957","Georgia","Lowndes",2018,41820,10.3,100.1,85.1,51.6,29.4,42.1,34,25.9,19.1
"958","Georgia","Lowndes",2019,46450,10.3,101.4,82.2,51.7,32.7,42.6,36.5,20.4,19.3
"959","Georgia","Lumpkin",2018,55583,9.5,76.1,83.7,50.4,26.1,5.1,31.8,14.9,19.1
"960","Georgia","Lumpkin",2019,57078,9.2,58.6,77.7,50.5,30.5,5.3,32.4,14.5,18.8
"961","Georgia","Macon",2018,32868,11.1,83,72.8,45,35.8,63.7,38,30.5,24.6
"962","Georgia","Macon",2019,34634,10.8,86.4,73.3,45,41.5,64.1,42.3,29.4,25.4
"963","Georgia","Madison",2018,51338,9.8,78.7,83.3,50.6,28.2,13.4,31.7,16.1,21.4
"964","Georgia","Madison",2019,52326,9.6,72.2,81.2,50.6,32.4,13.9,35.8,15.6,21.3
"965","Georgia","Marion",2018,39114,10.4,71.5,76.9,51,31.2,35.7,35,22.8,21.7
"966","Georgia","Marion",2019,41190,10,65.2,76.6,50.5,35.7,35.4,36.7,21.1,22.5
"967","Georgia","McDuffie",2018,42768,10.9,76,82.2,53.1,32.3,44.7,38.9,19.9,22.4
"968","Georgia","McDuffie",2019,44473,10.6,71.8,82.1,53.1,36.1,44.6,38.2,18,23.7
"969","Georgia","McIntosh",2018,42513,10.1,76.4,86.3,51,28.6,36.7,35.4,21.5,19.2
"970","Georgia","McIntosh",2019,46682,9.9,56,81.9,51.5,33.4,36.7,36.5,18.7,19.8
"971","Georgia","Meriwether",2018,38886,11,88.9,79.1,52,32.2,41.9,39.2,24.4,21.9
"972","Georgia","Meriwether",2019,43571,10.6,72,78.4,52.1,37.5,41.6,39.3,22.2,23.6
"973","Georgia","Miller",2018,42483,10.3,94,82.3,52.1,29.9,30.7,34.4,22.4,20.6
"974","Georgia","Miller",2019,41769,10.3,80.6,81.1,52.3,34.9,30.8,37.9,21.3,21.8
"975","Georgia","Mitchell",2018,36788,10.9,98.8,74.7,48.1,33.8,51,40.3,29.3,24
"976","Georgia","Mitchell",2019,37383,10.7,80.1,75.5,48.3,40.5,50.7,43.2,30.7,24.7
"977","Georgia","Monroe",2018,59362,9.4,89.3,85,50.2,25.8,25.6,33.2,13,18.9
"978","Georgia","Monroe",2019,70488,9.3,74.2,80.5,50.3,29.1,25.4,31.7,10.6,19.5
"979","Georgia","Montgomery",2018,41834,9.9,112.4,81.7,48.4,30.2,27.9,34.4,22.1,20.9
"980","Georgia","Montgomery",2019,43657,9.7,102,79,49.1,34.5,28.1,36.9,19.4,22
"981","Georgia","Morgan",2018,57978,9.5,73.4,86.5,52,25.4,25.1,30.6,12.7,17.5
"982","Georgia","Morgan",2019,67089,9.2,57.8,84,52,29,24.7,33.3,11.1,18.6
"983","Georgia","Murray",2018,46810,9.9,88,69.3,50.8,31.4,4.2,32.4,15.2,23.3
"984","Georgia","Murray",2019,50061,9.5,85.4,68.4,50.7,35.1,4.3,36.5,14.5,23.1
"985","Georgia","Muscogee",2018,46628,9.9,84.3,87.3,51.4,26.4,54.4,37.7,20.1,19.2
"986","Georgia","Muscogee",2019,47035,9.8,79.9,83.6,51.4,33.3,54.8,37.8,18.4,20.6
"987","Georgia","Newton",2018,56598,10.2,73.7,85.8,52.8,28,50.6,37.4,14.8,19.4
"988","Georgia","Newton",2019,58222,10,68.1,83.2,52.9,34,51.8,37.3,11.2,20.3
"989","Georgia","Oconee",2018,99497,8.1,77.4,94.5,50.8,18.5,11.8,26.2,5.7,13
"990","Georgia","Oconee",2019,100878,8,62.2,84.2,51,21.8,11.9,28,5.6,13.3
"991","Georgia","Oglethorpe",2018,51105,9.9,66.7,79.4,50.6,30.3,20.4,34.9,13.8,21.1
"992","Georgia","Oglethorpe",2019,54346,9.7,55,77.1,50.4,33.8,20.5,36,12.8,21.7
"993","Georgia","Paulding",2018,73309,9.1,57.1,90.1,51.3,24.9,25,32.3,7.8,17.8
"994","Georgia","Paulding",2019,76580,8.8,56.2,84.8,51.3,29.4,26.1,33.9,6.8,18.9
"995","Georgia","Peach",2018,46525,10.3,87.3,84,51.8,30.3,48,38.7,24,19.5
"996","Georgia","Peach",2019,49815,9.9,97.5,82.4,52,35.2,48.2,37.3,19.8,20.5
"997","Georgia","Pickens",2018,65062,9.2,72.3,84.9,51,23.7,3.9,31.8,11,17.7
"998","Georgia","Pickens",2019,66183,9.2,69.2,80.4,51,27.8,4.1,30.7,10.3,18.9
"999","Georgia","Pierce",2018,44389,9.8,102.6,83.7,50.4,29.6,11.8,33.9,18.1,21.8
"1000","Georgia","Pierce",2019,46701,9.8,95.3,82.7,50.4,34.5,12,37.2,16.4,23.4
"1001","Georgia","Pike",2018,66901,9.3,102.6,87,50.8,25.4,11.6,33,10.6,19.6
"1002","Georgia","Pike",2019,74905,9.1,96.9,86.9,51.1,28.3,11.5,32.2,8.7,20.1
"1003","Georgia","Polk",2018,43679,9.9,84.2,79.1,50.8,30.9,16.6,35.5,21.8,22.3
"1004","Georgia","Polk",2019,47896,9.6,89,77,51.2,35.6,16.6,34.9,16.2,23.2
"1005","Georgia","Pulaski",2018,40582,11,82.6,80.4,57,31.8,34.7,38.6,23.9,21.9
"1006","Georgia","Pulaski",2019,42274,10.7,81.7,79.9,57.1,34.1,35.4,36,20.7,21.3
"1007","Georgia","Putnam",2018,51205,9.8,68.8,85.4,51.4,27.7,29.4,33.9,16.1,18.9
"1008","Georgia","Putnam",2019,62282,9.5,50.4,82.8,51.7,32.6,29.2,34.4,15.1,19.5
"1009","Georgia","Quitman",2018,33908,11.5,44.3,67.6,50.8,34.4,49.4,39,25.5,21.8
"1010","Georgia","Quitman",2019,35522,11.5,51.7,64.3,51.3,40.2,50.1,39.4,22.8,23.5
"1011","Georgia","Rabun",2018,44213,9.4,85,84.2,50.9,26.9,5,33,14.2,19.2
"1012","Georgia","Rabun",2019,46639,9.4,69.2,79.2,51.1,32.5,5,35,13,19.7
"1013","Georgia","Randolph",2018,28298,12.1,50.5,75.8,54.2,37.5,63.1,42.4,30.8,23.8
"1014","Georgia","Randolph",2019,33505,12.1,50.4,71.4,54,42.5,63.1,44.2,25.3,25.2
"1015","Georgia","Richmond",2018,40168,10.6,79.8,83.4,51.5,30.1,62.4,37.8,21.9,21.1
"1016","Georgia","Richmond",2019,44810,10.4,70.7,80.5,51.4,36.2,63,39,21.7,21
"1017","Georgia","Rockdale",2018,59673,10.1,52.5,88.2,53,27.5,62.1,39.7,13.2,17.1
"1018","Georgia","Rockdale",2019,60281,9.6,44.5,82.9,53,31.3,63.3,38.4,12.1,18.1
"1019","Georgia","Schley",2018,45378,10.2,68,84.3,52.7,29.1,23.9,35,18.1,20.9
"1020","Georgia","Schley",2019,51129,9.8,73.6,86.5,52.3,32.8,24.4,34.7,15.9,20.8
"1021","Georgia","Screven",2018,39048,10.6,76.6,83.1,50.5,31.9,43.7,37.1,25.9,22.6
"1022","Georgia","Screven",2019,42331,10.4,85.3,80.9,50.5,36.1,43.7,38.5,24.1,23.8
"1023","Georgia","Seminole",2018,36869,10.5,77.2,85.5,52.4,30.3,35.5,38.6,25.4,20.5
"1024","Georgia","Seminole",2019,38618,10.2,66.3,84.1,52.2,34.8,36.1,37.1,22.6,21.7
"1025","Georgia","Spalding",2018,43510,10.6,69.8,81.9,52,30.9,38.2,36.4,17.3,21.4
"1026","Georgia","Spalding",2019,49237,10,62.1,79.3,52,35.7,38.6,39,17.7,21.6
"1027","Georgia","Stephens",2018,45850,9.8,98.2,83.5,52,27.4,15.3,33.1,16.3,19.6
"1028","Georgia","Stephens",2019,45416,9.5,90.4,78.4,51.8,31,15.4,34.9,15,20.2
"1029","Georgia","Stewart",2018,33053,10,83.1,71.6,32.2,39.2,54.7,42.1,37.9,24.5
"1030","Georgia","Stewart",2019,34566,9.1,77,65.4,31.3,43.3,54.2,41.1,34.7,23.9
"1031","Georgia","Sumter",2018,37562,10.9,71.1,80.7,52.9,32.2,56.5,38.4,25.7,20.9
"1032","Georgia","Sumter",2019,40250,10.8,61.1,79.1,53,37.9,56.5,41.6,26.7,21.7
"1033","Georgia","Talbot",2018,37265,11,82.9,80.5,52,33,57.2,38.6,24.8,21.6
"1034","Georgia","Talbot",2019,41045,10.9,72.6,80.7,52.4,38,57.4,40.9,19.6,23.2
"1035","Georgia","Taliaferro",2018,34090,11.3,47.7,71.2,50.2,35.9,57.8,39.2,24.6,23.3
"1036","Georgia","Taliaferro",2019,37046,10.8,42.3,70.8,50.9,39.8,58.7,39.5,22.5,23.6
"1037","Georgia","Tattnall",2018,41440,10,89,75.4,42.1,32.1,33.1,33.6,25.6,24.5
"1038","Georgia","Tattnall",2019,41457,9.6,83,73.7,42.6,37.8,32.9,37.5,26.5,24.7
"1039","Georgia","Taylor",2018,36310,11.2,99.8,78.2,52.6,33,41,39.1,22.9,24
"1040","Georgia","Taylor",2019,28234,11.1,108.5,76.8,52.6,39,40.1,39.9,22.9,25.8
"1041","Georgia","Telfair",2018,34297,10.2,86.2,70.3,41.3,35.3,39.6,40.7,31.9,25.3
"1042","Georgia","Telfair",2019,36264,9.5,101.9,70.2,41.2,42.1,39.4,41,27.7,25.3
"1043","Georgia","Terrell",2018,35290,11.5,78.6,76.6,52,35,62.8,39.4,27.8,23
"1044","Georgia","Terrell",2019,37122,11.4,55.5,77.7,52.3,40.2,62.5,42.4,28.2,24.6
"1045","Georgia","Thomas",2018,41642,10.5,65.9,82.6,52.7,29.3,39.3,35.1,20.2,20.5
"1046","Georgia","Thomas",2019,47978,10,52.6,80.5,52.6,33.9,39.6,37.3,18,20.4
"1047","Georgia","Tift",2018,45680,10.2,140.6,81.8,51.6,30,34.2,37.3,19.6,20.9
"1048","Georgia","Tift",2019,47764,9.9,117.2,79.7,51.6,35.9,34.4,36.5,21.5,22.2
"1049","Georgia","Toombs",2018,37148,10.5,103.7,80.9,52.6,32.2,29.9,36.3,24.9,22.8
"1050","Georgia","Toombs",2019,41442,10.2,94.9,78.6,52.8,36.9,29.7,38.2,19.2,22.5
"1051","Georgia","Towns",2018,45853,9.3,91.3,89.2,52.1,24.2,3.7,29.4,16,15.4
"1052","Georgia","Towns",2019,49023,9.1,69.5,82.5,52.4,28.4,3.8,31.7,12.7,16
"1053","Georgia","Treutlen",2018,35069,10.5,94.6,74.5,50.1,30.9,33.7,35.5,26.3,22.7
"1054","Georgia","Treutlen",2019,37478,10.5,101.4,73,50.1,38.9,34,39,31.6,25.3
"1055","Georgia","Troup",2018,45234,10.4,86.3,82.9,51.8,28.8,41.2,41.3,20.2,21.2
"1056","Georgia","Troup",2019,47296,10.2,66.7,79.6,52.2,35.5,41.4,36.4,19.2,22.2
"1057","Georgia","Turner",2018,33261,10.7,112.3,82.4,51.2,33.1,43.7,39.1,27.9,22.3
"1058","Georgia","Turner",2019,35400,10.6,109.9,80.5,51.8,38.4,43.4,41.4,28,23.9
"1059","Georgia","Twiggs",2018,42054,11.2,84.3,70.8,50.7,34.3,43.1,37.8,21.3,23.9
"1060","Georgia","Twiggs",2019,44079,10.6,72,73.5,50.9,37.5,43.5,37.3,19,23.5
"1061","Georgia","Union",2018,45943,9.1,85.1,88.9,51.6,24.5,3.1,31,13.8,16.1
"1062","Georgia","Union",2019,57049,9,66.9,85.7,51.7,30.2,3.1,31.3,11.6,17.8
"1063","Georgia","Upson",2018,40965,10.5,87.4,79.9,52.6,31,31.2,31.8,21.6,22.5
"1064","Georgia","Upson",2019,40926,10.3,80.5,81.3,52.7,35.6,31.2,37.3,19.1,23.4
"1065","Georgia","Walker",2018,43767,9.8,92.8,81.9,50.8,27.9,7.3,31.8,15.5,21.9
"1066","Georgia","Walker",2019,47548,9.5,95.2,79,50.9,33.3,7.3,32.2,14.7,22.5
"1067","Georgia","Walton",2018,65416,9.3,65.9,87.3,51.3,26.7,22.3,33.1,11.9,19.5
"1068","Georgia","Walton",2019,67007,9.2,53.4,81.9,51.3,31.4,23,34.1,10.8,20.3
"1069","Georgia","Ware",2018,38357,10.3,106.7,82.9,49.9,31.7,34.1,37,23.6,22.3
"1070","Georgia","Ware",2019,37642,10.4,97.8,78.9,50,37.5,34.1,38.5,26.3,23.9
"1071","Georgia","Warren",2018,38352,11.5,82.5,73.5,53.3,35.3,61.1,39,25.7,22.7
"1072","Georgia","Warren",2019,37313,11.3,89.3,70.8,53.3,39.7,60.9,41.8,26.5,24.2
"1073","Georgia","Washington",2018,39444,10.7,62,80.2,49.1,33.2,55.7,37.3,25.9,22.7
"1074","Georgia","Washington",2019,41674,10.4,71.5,79.6,49,37.7,56,40.8,21.4,23.8
"1075","Georgia","Wayne",2018,44607,10.3,82.3,81.9,48.8,30.3,23.7,36,18.6,23
"1076","Georgia","Wayne",2019,47382,9.7,68.8,81.8,48.9,35.8,23.8,35.4,18.4,24
"1077","Georgia","Webster",2018,38187,10.8,68.9,77.5,50.9,32.9,44.7,37.9,22.7,22.1
"1078","Georgia","Webster",2019,41547,10.2,57,78.7,50.5,35.4,44.9,38,18.4,20.9
"1079","Georgia","Wheeler",2018,32691,9.9,84.4,78,35,34.5,39.7,38.6,39.6,26.5
"1080","Georgia","Wheeler",2019,35927,9.5,94.1,76.9,35.2,39.8,39.6,40.8,34.2,26
"1081","Georgia","White",2018,51579,9.3,75.2,85.1,51.2,25,4.7,28.3,14.1,18.3
"1082","Georgia","White",2019,54786,9.1,62,80,51.2,27.6,4.9,30.3,10.9,18.3
"1083","Georgia","Whitfield",2018,47074,9.5,89.5,69.4,50.2,32.4,9.1,31.7,14.2,20.3
"1084","Georgia","Whitfield",2019,53115,8.6,94.2,66.2,50.2,34.7,9.3,34.2,12.7,20.6
"1085","Georgia","Wilcox",2018,35961,9.7,78.7,82.3,40.2,32.7,37.6,37.3,30.8,23.3
"1086","Georgia","Wilcox",2019,38261,9.6,92.4,81,40.1,38.2,37.4,40.7,29.4,24.5
"1087","Georgia","Wilkes",2018,39361,10.8,83.9,80.5,52.1,33.4,44.7,38.3,20.3,21.6
"1088","Georgia","Wilkes",2019,39716,10.4,88.6,81.1,52.1,37.5,44.2,38.3,19.6,22.1
"1089","Georgia","Wilkinson",2018,41036,10.6,82,84.5,52.3,32.1,41.1,36.5,23.3,22.6
"1090","Georgia","Wilkinson",2019,43902,10.4,74.3,83.7,52,37.1,41,38.5,17,23.1
"1091","Georgia","Worth",2018,48708,10.4,104.3,81.3,51.9,29.9,30.7,32.7,20.5,22.1
"1092","Georgia","Worth",2019,43142,10.2,90.6,82.5,52.1,35.6,30.7,37,20.3,22.5
"1093","Hawaii","Hawaii",2018,56383,10.7,46.3,92.4,50.4,19,66.1,25.5,15.6,17.6
"1094","Hawaii","Hawaii",2019,64929,10,37.6,85.7,50.5,24.9,66.3,25.2,13.1,16.7
"1095","Hawaii","Honolulu",2018,83695,9.1,21.6,91.7,49.6,20.9,78.4,24.7,7.7,14.2
"1096","Hawaii","Honolulu",2019,86946,9.2,19.9,83.5,49.7,25.1,78.5,25.4,7.9,13.1
"1097","Hawaii","Kalawao",2018,NA,8.6,23.8,87,52.9,14.4,72.4,24.8,NA,15
"1098","Hawaii","Kalawao",2019,NA,8.5,30.5,90.3,52.9,19.8,72.4,26.7,NA,14.6
"1099","Hawaii","Kauai",2018,73981,9.3,28.6,91.8,50.4,17.4,67.1,22.7,8.5,14.9
"1100","Hawaii","Kauai",2019,73029,9.2,23.9,85.8,50.4,25.1,67.1,24.9,9.3,14.1
"1101","Hawaii","Maui",2018,78503,9.5,23.8,92,50.3,17.6,65.3,22.6,8.6,15.6
"1102","Hawaii","Maui",2019,77375,8.8,30.5,85.9,50.3,24.2,65.4,23.9,10.7,15.2
"1103","Idaho","Ada",2018,66827,8.6,66.8,95.1,49.9,16.6,8,24.8,9.7,15
"1104","Idaho","Ada",2019,72295,9,68.8,84.7,49.9,21.1,8.1,28.4,9.4,13.2
"1105","Idaho","Adams",2018,45311,9.9,67.7,89.6,48.1,22.3,5.6,32.4,13.2,18.3
"1106","Idaho","Adams",2019,50042,9.9,65.7,86.6,48.5,24.4,5.6,30.3,12.7,16.5
"1107","Idaho","Bannock",2018,51300,9.7,75,91.9,50.3,20.7,9.5,30.6,13.8,18.3
"1108","Idaho","Bannock",2019,53306,9.7,86.2,86.7,50.3,26.8,9.5,35.5,13.5,17.3
"1109","Idaho","Bear Lake",2018,53780,9.6,44.7,93.8,50.3,22.9,3.1,31.8,10.7,17
"1110","Idaho","Bear Lake",2019,54550,10,36.6,88.2,50,25.3,3.4,30.2,11.8,16.4
"1111","Idaho","Benewah",2018,48451,10.6,67.3,88.3,48.9,22.3,13.3,32.5,14.7,20.4
"1112","Idaho","Benewah",2019,49303,10.5,76.2,84,48.8,26.4,13.1,30,15.4,19.5
"1113","Idaho","Bingham",2018,50941,9.8,70.6,87.5,50,21.7,11.1,34.5,12,18.5
"1114","Idaho","Bingham",2019,59959,9.8,81.5,84.2,50,26.1,11,34.4,11.1,15.9
"1115","Idaho","Blaine",2018,76113,8.9,68,88.4,49.8,19.1,5.4,26.3,7,14.7
"1116","Idaho","Blaine",2019,75778,9.2,74.9,80.9,50.1,23.2,5.4,28.1,7.2,13.5
"1117","Idaho","Boise",2018,56837,9.4,61.6,93.7,48.4,19.3,5.7,30.3,12.8,15.3
"1118","Idaho","Boise",2019,64443,9.7,65.4,87.7,48.6,21.9,5.7,29.8,11.6,14.9
"1119","Idaho","Bonner",2018,51373,9.9,69.1,90.8,50.1,20,4.4,29.3,14.1,17.2
"1120","Idaho","Bonner",2019,56729,10.2,77.2,84.8,50,24.8,4.4,26.8,12.6,17.1
"1121","Idaho","Bonneville",2018,60444,9.4,67.6,91.7,50.1,19.6,5.4,31,10.6,16
"1122","Idaho","Bonneville",2019,65165,9.3,68.9,83.6,50.1,24.5,5.6,31.1,9.3,15.6
"1123","Idaho","Boundary",2018,47118,10,67.1,92,49.6,21.9,5.6,30.9,13.5,17.7
"1124","Idaho","Boundary",2019,50709,10.3,64.3,88.6,49.7,26,5.9,30.7,14.8,18.4
"1125","Idaho","Butte",2018,50050,9.6,71.4,95,49.7,21.2,4.5,28.7,15.1,16.6
"1126","Idaho","Butte",2019,51742,10.2,76.5,86.8,49.1,27.1,4.2,34.1,14.6,17.2
"1127","Idaho","Camas",2018,53866,10,50.6,93.6,48.3,24.1,5.8,34.6,9.7,19.5
"1128","Idaho","Camas",2019,56014,10,65.8,92.2,48.1,27.5,5.5,33,9,17.9
"1129","Idaho","Canyon",2018,53381,9.9,66.8,84.6,50.4,25.2,6.6,33.6,11.5,18.6
"1130","Idaho","Canyon",2019,58670,10.3,69,80.9,50.4,29.9,6.8,36.6,10.1,17.5
"1131","Idaho","Caribou",2018,61219,9.4,72.1,92.2,49.1,19.8,2.7,31,8.9,16.6
"1132","Idaho","Caribou",2019,61518,9.8,78.6,87.9,49.3,25,2.8,32.6,10.1,18
"1133","Idaho","Cassia",2018,51804,9.5,70.1,82.5,49,23.7,5.1,33.2,13,18.4
"1134","Idaho","Cassia",2019,53284,9.8,74,78.9,49,30.3,5.2,35.3,12,15.6
"1135","Idaho","Clark",2018,48471,10.3,72.4,60.8,48.9,30.7,9.1,35.9,15.5,20
"1136","Idaho","Clark",2019,48726,9.9,64.7,54.9,48.7,34.6,8.8,35.2,14.5,18.1
"1137","Idaho","Clearwater",2018,46417,9.7,61.8,89.5,45,21.6,6.4,34.9,15.5,18.3
"1138","Idaho","Clearwater",2019,49816,10,71.5,85.7,44.7,24.4,6.6,30.5,13.5,17.7
"1139","Idaho","Custer",2018,47682,10,57.7,89.4,48,21.9,4.1,29.1,14.7,17.3
"1140","Idaho","Custer",2019,49055,10.1,63.4,83.9,48.1,26.6,4.2,29.7,13,16.7
"1141","Idaho","Elmore",2018,49344,9.7,60.9,89.4,47.6,23,12.2,33.5,12.9,19.3
"1142","Idaho","Elmore",2019,47796,9.9,68.4,86.2,47.8,28.8,12.1,32.9,14.1,18
"1143","Idaho","Franklin",2018,58170,9.6,56.6,91.2,49,21.6,2.9,27.8,8.8,17.4
"1144","Idaho","Franklin",2019,55421,9.7,55.1,86.6,48.8,26.4,3.1,30.4,8.2,15.8
"1145","Idaho","Fremont",2018,51155,9.6,40.2,87.7,47.8,23,3.8,33,15.3,17.7
"1146","Idaho","Fremont",2019,56162,9.7,44,80.4,47.5,26.6,4.1,32.7,12.7,16.6
"1147","Idaho","Gem",2018,49857,10.1,65.2,87.9,49.8,23.4,4.8,30.8,13.4,19.3
"1148","Idaho","Gem",2019,53733,10.1,68.1,82.8,49.7,28.3,4.9,34.7,12.7,17.2
"1149","Idaho","Gooding",2018,51302,9.6,86,79.8,49.1,24.6,5.8,33.1,13.7,18.7
"1150","Idaho","Gooding",2019,50205,9.6,91.4,74.2,49,29.7,5.8,35.8,15.1,16.8
"1151","Idaho","Idaho",2018,40569,9.7,61.3,90.6,47.4,21.5,6.5,27.5,16.2,17.9
"1152","Idaho","Idaho",2019,48866,10.3,65,86.1,47.5,28.9,6.5,30.9,13.8,17.3
"1153","Idaho","Jefferson",2018,61927,9.6,72.9,89.1,49.3,20.6,4.2,34.3,9.1,16.6
"1154","Idaho","Jefferson",2019,63078,9.6,72.8,84.8,48.9,23.5,4.3,32.3,9.2,15.2
"1155","Idaho","Jerome",2018,54020,9.9,80.7,77.7,48.7,25.5,5.3,34.1,12.5,19.3
"1156","Idaho","Jerome",2019,56320,9.6,85.7,75.4,48.5,32,5.3,30.9,14.2,18
"1157","Idaho","Kootenai",2018,56188,9.6,69.6,92.5,50.6,19,5.4,29.5,10.3,15.9
"1158","Idaho","Kootenai",2019,62764,10.1,78,87.5,50.5,22.9,5.5,30.6,10,16.8
"1159","Idaho","Latah",2018,49538,9.6,58.1,96.3,49,17.8,7.6,30.8,12.7,15
"1160","Idaho","Latah",2019,54999,9.8,75.8,85.5,49.1,21,7.7,28.5,11.7,13.6
