"","State","County","Year","annual_median_income","prevalence_asthma_adults_age_adjusted","COPD_deaths_age_adjusted","percent_educ","percent_female","percent_no_leisure","percent_nonwhite","percent_obesity","percent_poverty","smoking_crude"
"5392","Texas","Parker",2018,73718,8.9,67.4,89.1,50.2,23,5.1,35,8.3,17.2
"5393","Texas","Parker",2019,82501,8.5,64.9,82.6,50.2,25.9,5.2,33.4,8.2,17.4
"5394","Texas","Parmer",2018,50539,8.8,79.1,70.8,48.1,32.8,6,39.3,13.5,17.8
"5395","Texas","Parmer",2019,50607,8.1,66.7,63.9,48.3,36.6,6.1,39.2,11.8,17
"5396","Texas","Pecos",2018,47008,8.3,87.4,69.5,43.5,33.1,8.7,38.8,19.5,18.4
"5397","Texas","Pecos",2019,52763,7.7,63.6,67.2,43.5,36.4,8.6,40,18.7,17.2
"5398","Texas","Polk",2018,46017,9.6,110,80.2,46.1,29.8,14.9,38.7,15,21.1
"5399","Texas","Polk",2019,50416,8.8,112.7,78.7,46.1,35.3,14.9,40.4,16.7,22.5
"5400","Texas","Potter",2018,41912,9.5,84.5,77.4,48.7,31.8,20.4,37.6,19.7,20.3
"5401","Texas","Potter",2019,41138,8.7,104.1,74.6,48.7,37.8,20.5,39.4,20.3,20.3
"5402","Texas","Presidio",2018,37738,9.7,53,52.4,49.4,42.1,6.8,43.1,22.4,19.6
"5403","Texas","Presidio",2019,33499,9.3,NA,45.2,49.5,46.5,6.9,45,19.2,18.8
"5404","Texas","Rains",2018,47572,9.6,86.4,84.8,50.1,26.9,6.3,35.3,14.5,19.5
"5405","Texas","Rains",2019,65657,9,87.9,82.8,49.8,29.8,6.5,35.2,13.4,19.5
"5406","Texas","Randall",2018,69600,8.6,84.3,91.9,50.9,22.4,8.6,32,8.5,15
"5407","Texas","Randall",2019,70694,8,99.3,84.9,50.9,25.7,8.7,36.1,9,14.6
"5408","Texas","Reagan",2018,65273,8.3,84.2,79.8,47,31.9,7.7,39.4,10,16.8
"5409","Texas","Reagan",2019,67384,7.4,77.9,80.9,46.6,34.6,8.1,38.7,8.9,15.6
"5410","Texas","Real",2018,39506,9.7,68.9,84.7,50.3,30.6,5.6,39.2,18.1,18.6
"5411","Texas","Real",2019,40834,9.2,65.6,81.6,50.3,36,5.9,39.3,17.7,19
"5412","Texas","Red River",2018,42233,10.4,98.8,84.5,51.2,29.8,20.4,39.2,18.2,20.9
"5413","Texas","Red River",2019,41325,9.8,119.8,81.8,51.3,32.9,20.5,39.6,19.6,21.4
"5414","Texas","Reeves",2018,45341,8,87.4,63.9,38.9,33.5,8.8,39.7,21.5,17.6
"5415","Texas","Reeves",2019,48990,7.4,71.7,68.1,38.9,36.9,9.5,39.5,22.1,17.1
"5416","Texas","Refugio",2018,44821,9,60.4,80.7,51.1,31.5,10.5,38.3,16.3,16.9
"5417","Texas","Refugio",2019,46883,8.1,65.8,79.8,50.8,34.6,10.4,38.3,18,16.1
"5418","Texas","Roberts",2018,67470,9.1,111.1,91,50.4,23.9,4.3,34.5,7.8,17.1
"5419","Texas","Roberts",2019,70705,8.4,123.1,87.9,50.9,26.7,3.9,34.2,7.4,16.8
"5420","Texas","Robertson",2018,44917,9.7,61.5,83.8,51.1,28.6,23.9,39.4,15.8,18.6
"5421","Texas","Robertson",2019,47016,9,59.2,81.5,51.1,32.3,24.2,37.9,20.7,18.5
"5422","Texas","Rockwall",2018,102858,8.4,52.1,92.1,50.6,20.5,13.2,31.7,5.1,13.9
"5423","Texas","Rockwall",2019,105763,7.8,50.2,82.8,50.6,22.7,13.9,30.9,4.8,13.7
"5424","Texas","Runnels",2018,42205,9.2,80,78.5,49.2,29.5,6.6,36.6,16.9,18.2
"5425","Texas","Runnels",2019,48650,8.4,88.7,73.8,49.2,33.5,6.9,37.2,17.2,17.5
"5426","Texas","Rusk",2018,49788,9.6,88,80.1,46.2,28.7,21.3,38.5,16.4,20.1
"5427","Texas","Rusk",2019,56036,8.8,83.5,78.6,46.3,31.1,21.2,37.6,15.4,20
"5428","Texas","Sabine",2018,40641,10.3,115.2,86.3,50.7,29.6,10.2,38.9,17.6,20.4
"5429","Texas","Sabine",2019,43778,9.8,93.4,81.9,50.7,31.8,10.3,38,17.6,20.1
"5430","Texas","San Augustine",2018,38826,10.6,99.3,80.8,50.7,31.9,24.4,40.8,22.2,20.9
"5431","Texas","San Augustine",2019,40094,9.9,98.8,79.7,50.5,35.2,24,40.9,22.5,21.1
"5432","Texas","San Jacinto",2018,47028,10,77.2,83.9,50.2,30.1,13.5,39.4,17.5,21.8
"5433","Texas","San Jacinto",2019,42633,9.3,81.5,82.4,50.1,32.7,13.3,39.8,16.8,20.6
"5434","Texas","San Patricio",2018,53559,8.8,57.5,79.5,49.7,31.5,5.8,37,17.3,17.1
"5435","Texas","San Patricio",2019,57302,8,62.5,77,49.6,36.8,5.9,41,14.4,16.4
"5436","Texas","San Saba",2018,43827,9.3,79.2,74.2,45.9,31,7.7,39.2,16.8,19.4
"5437","Texas","San Saba",2019,46061,8.4,77,69.6,45.9,34.3,7.9,38.2,20.7,18.6
"5438","Texas","Schleicher",2018,47317,8.5,74,78.5,50.3,28.1,5.1,36.9,16.5,15.1
"5439","Texas","Schleicher",2019,53286,7.9,77.7,77.1,50.1,31.5,5.7,37.2,15,14.8
"5440","Texas","Scurry",2018,53059,9,75.4,77.8,45.9,30.1,9.6,38.6,15.8,19.2
"5441","Texas","Scurry",2019,56299,8.2,105.7,76.6,46,33.8,9.8,37.9,14.7,18.5
"5442","Texas","Shackelford",2018,57126,9.6,83.4,84.6,51.5,25.4,4.8,35.5,13.4,18.3
"5443","Texas","Shackelford",2019,65095,8.8,84.8,78.9,51.1,27.3,5.3,34.2,12.7,17.3
"5444","Texas","Shelby",2018,41961,10.5,98.9,75,50.4,32.3,21.7,39.1,20.6,22.2
"5445","Texas","Shelby",2019,39708,9.6,85.4,74,50.4,35.9,21.9,39.6,21.4,21.7
"5446","Texas","Sherman",2018,57052,8.8,93.5,76.5,48,28.3,5.1,36.5,12.1,17.1
"5447","Texas","Sherman",2019,55473,8.1,110.1,74.8,48,32,5.2,36.8,11.1,16.7
"5448","Texas","Smith",2018,56848,9.7,83.4,85.2,51.7,27.4,22.3,33.5,15,17.8
"5449","Texas","Smith",2019,59538,9,89.5,79.8,51.7,28,22.3,37.9,12.9,16.9
"5450","Texas","Somervell",2018,63929,9.4,76.4,87.8,50.9,27.3,6.1,36.2,9.7,18.8
"5451","Texas","Somervell",2019,67897,8.5,77.9,80.7,50.7,30,6.1,35.9,9.4,18.2
"5452","Texas","Starr",2018,30490,9.4,29.5,51.5,51.3,44.5,1.3,43.6,33.2,19.8
"5453","Texas","Starr",2019,32516,8.9,34.2,52.8,51.3,47.7,1.3,46.6,32.5,20.3
"5454","Texas","Stephens",2018,43115,9.6,102.5,77.1,47.4,30.3,6.3,37.2,19.4,20.9
"5455","Texas","Stephens",2019,46658,8.7,92.8,75.9,47.4,33.3,6.6,37.9,17,19.4
"5456","Texas","Sterling",2018,59064,8.7,83.5,85.9,48.9,28.5,6.9,36.5,12.6,17.4
"5457","Texas","Sterling",2019,66790,7.9,83.8,88.1,49.5,33,6.6,37.6,10.7,17.3
"5458","Texas","Stonewall",2018,46915,9.2,87.5,89.4,51.6,27.8,8.6,36.1,14.6,17.5
"5459","Texas","Stonewall",2019,48267,8.9,74.8,78.4,51.1,31.5,8.4,36.8,15.1,18
"5460","Texas","Sutton",2018,54774,8,49.4,75.3,49.3,27.9,3.8,35.7,14.2,14.1
"5461","Texas","Sutton",2019,63427,7.7,52.7,71.6,49.3,33.6,4.1,37.5,13.1,14.9
"5462","Texas","Swisher",2018,43084,9.5,84.4,73.2,46.7,34.1,12.7,40.9,19.2,20.7
"5463","Texas","Swisher",2019,44388,8.7,86.1,70.5,46.8,38.1,13.3,41.2,20.6,19.5
"5464","Texas","Tarrant",2018,66059,9.2,58.7,85.6,51.1,24.8,27.1,33.1,12.1,15.6
"5465","Texas","Tarrant",2019,70130,8.1,56,78,51.1,28.8,27.6,37.7,10.2,15.1
"5466","Texas","Taylor",2018,48040,9.1,83.6,88.4,51.2,26,14.6,35.1,16,17.1
"5467","Texas","Taylor",2019,54465,8.6,86,84.1,51.4,28.9,14.8,36.5,14,16
"5468","Texas","Terrell",2018,41413,8.9,55.7,81.5,49.1,31.6,8.6,39.3,18.9,16
"5469","Texas","Terrell",2019,45677,7.9,51.7,82.1,49.9,33.3,9.4,39.1,17.5,13.9
"5470","Texas","Terry",2018,41268,9.3,101,68.4,47.6,35.3,8.3,41.5,22.4,20.2
"5471","Texas","Terry",2019,42953,8.5,90.3,67.3,47.4,39.7,8.3,41,21.6,19.5
"5472","Texas","Throckmorton",2018,42701,9.3,106.1,85.3,53.1,27.1,3.9,35.4,14.3,17.4
"5473","Texas","Throckmorton",2019,42746,8.7,88.8,79,51.9,29.9,4.1,35.7,13.9,17.3
"5474","Texas","Titus",2018,45604,9.6,92.1,75.8,50.9,31.6,15.3,39.2,18.6,19.6
"5475","Texas","Titus",2019,49924,8.7,124.3,74.4,51,35.7,15.3,39.3,16.3,18.7
"5476","Texas","Tom Green",2018,51393,8.7,77.3,85.7,50.2,27,9.3,34.7,15.5,16
"5477","Texas","Tom Green",2019,54774,8,73.5,80.9,50.2,30.9,9.4,36.9,12.9,15.9
"5478","Texas","Travis",2018,76255,8.2,50.1,89.1,49.5,20.1,20.3,27.8,12,13.3
"5479","Texas","Travis",2019,80690,7.8,45.1,75.4,49.5,21.5,20.5,25.2,10.8,12.6
"5480","Texas","Trinity",2018,40486,10.2,87.9,83.4,51.8,29.9,12.7,38.2,17.7,20.1
"5481","Texas","Trinity",2019,43788,9.6,102,80.3,51.9,33.1,12.3,37.8,17.9,21.3
"5482","Texas","Tyler",2018,44041,9.5,111.6,84.4,45.9,27.8,14.3,38.8,18.2,20.3
"5483","Texas","Tyler",2019,48254,9,113.8,78.8,46.3,33,13.8,38.2,17.2,20.9
"5484","Texas","Upshur",2018,48554,9.7,87.3,84.3,50.7,27.1,11.7,35.4,15.9,19.6
"5485","Texas","Upshur",2019,53078,9.3,90.7,81.7,50.9,30.3,11.9,37,14.9,20.2
"5486","Texas","Upton",2018,53867,8.9,105.5,78.2,49.3,31.8,8.7,39.3,14.2,18.7
"5487","Texas","Upton",2019,58908,8.1,99.2,74.9,50.1,35.1,9,37.7,13.8,17.1
"5488","Texas","Uvalde",2018,39725,8.8,46.1,72.4,50.9,34.1,4.7,41.9,22.9,16.8
"5489","Texas","Uvalde",2019,44690,8.1,42.9,71.9,50.9,37.2,4.7,40.6,19.8,15.7
"5490","Texas","Val Verde",2018,44276,8.6,47.4,68.2,48.9,34.8,5.2,39.6,18.9,16.4
"5491","Texas","Val Verde",2019,45034,8.1,51.4,63.9,48.9,39.3,5.4,41.3,20.8,16.4
"5492","Texas","Van Zandt",2018,51152,9.6,80.1,83.5,51.2,26.8,6.1,37.6,15.6,19.2
"5493","Texas","Van Zandt",2019,55554,9.2,93.2,81.2,51.2,30.4,6.3,36.4,13.6,19.7
"5494","Texas","Victoria",2018,51646,8.8,51.9,83.2,51,28.7,10.6,39.3,15.4,16.6
"5495","Texas","Victoria",2019,57344,8.1,55,79.9,51,32.3,10.7,38.4,14.3,17.2
"5496","Texas","Walker",2018,43681,9.4,63.7,85.1,41.9,28.2,27.2,38.3,26.1,19.5
"5497","Texas","Walker",2019,47519,8.6,72.1,80.8,42.5,32.5,27.2,37.9,21.4,18.6
"5498","Texas","Waller",2018,59807,9.5,44.1,80.8,50.2,29.6,29.2,37.6,15.9,17.8
"5499","Texas","Waller",2019,61822,8.7,43.7,76,50.2,32.5,29,38.7,13.2,17.3
"5500","Texas","Ward",2018,53621,8.9,120.2,78.7,49.7,31.3,9.1,38.9,13.9,18
"5501","Texas","Ward",2019,61396,8.1,113.2,76.4,49.3,35.2,9.8,38.1,12.4,17.1
"5502","Texas","Washington",2018,54332,9.4,48.9,85.8,50.9,27.1,21.4,38.6,13.8,16.9
"5503","Texas","Washington",2019,59039,8.8,45.1,81,51.1,29.9,21.4,36.9,10.6,16.3
"5504","Texas","Webb",2018,44919,8.6,35.3,67.3,50.8,39.9,2.3,42.4,25.7,16.6
"5505","Texas","Webb",2019,52576,8.2,36.3,63.2,50.8,38.9,2.3,41.8,20.9,16.7
"5506","Texas","Wharton",2018,48040,9.5,41.9,78.3,50.7,31.5,16.2,40.4,16.8,18.4
"5507","Texas","Wharton",2019,49901,8.6,37.6,75.4,50.8,35.4,16.3,39.3,16.4,17.5
"5508","Texas","Wheeler",2018,48018,9.5,134,81.3,49.6,28.4,7.7,36.6,14,19.3
"5509","Texas","Wheeler",2019,58544,8.9,121.4,76.8,49.8,32.6,7.7,37.7,11.6,19.3
"5510","Texas","Wichita",2018,47477,9.5,105.7,86.5,48.3,28.6,17.7,37.1,17.8,19.1
"5511","Texas","Wichita",2019,51535,8.6,93.9,82,48.4,30.1,17.7,38.4,13.9,18.3
"5512","Texas","Wilbarger",2018,44735,9.8,106.7,78.5,50.5,31.8,15.3,37.9,15.3,20.2
"5513","Texas","Wilbarger",2019,42570,9.1,85.5,74.8,50.6,36.8,15.6,38.8,14.9,20.3
"5514","Texas","Willacy",2018,33171,8.7,29.3,65.9,44.6,40.9,4.8,45.2,35,19.5
"5515","Texas","Willacy",2019,35821,8.3,29.3,64.6,44.7,45.3,4.9,45.5,30.5,19
"5516","Texas","Williamson",2018,87817,8.2,50.6,93.2,50.7,21,18.9,30.1,6.4,12
"5517","Texas","Williamson",2019,92661,7.5,44.7,82,50.7,24,19.6,31.8,5.4,12.1
"5518","Texas","Wilson",2018,71207,8.5,54,86.6,49.9,26.3,5,33.3,10.9,16
"5519","Texas","Wilson",2019,76905,7.8,50.2,82.6,49.8,29.4,5.1,37,8.3,14.9
"5520","Texas","Winkler",2018,56781,9,124.9,67,48.9,33,7.3,38.8,14.1,18.6
"5521","Texas","Winkler",2019,64894,8.1,117.5,68.9,48.5,36,7.5,39.4,12.5,17.7
"5522","Texas","Wise",2018,66387,9.2,63.9,85.1,50,26.6,5.1,39,9.9,18.9
"5523","Texas","Wise",2019,70468,8.6,60.4,80.3,49.9,30.3,5.3,36.7,8.3,18.3
"5524","Texas","Wood",2018,48384,9.6,79.1,84.8,50.5,27.3,8.7,35.8,15.3,18.2
"5525","Texas","Wood",2019,56945,9,81.8,81.2,50.5,30,8.8,35.9,14.3,18.1
"5526","Texas","Yoakum",2018,61560,8.5,95.1,68.2,49.1,30.4,5,37.7,12.1,16.3
"5527","Texas","Yoakum",2019,62636,8.2,96.3,62.7,49.1,36,5.4,38.6,10.6,17.4
"5528","Texas","Young",2018,49301,9.4,117.3,83.8,50.4,28.9,5.1,37.6,13.9,19.5
"5529","Texas","Young",2019,52643,8.7,91.4,78.1,50.3,30.8,5.4,35.7,13.6,18.5
"5530","Texas","Zapata",2018,33160,9.3,33.9,60,50.2,42.7,1.5,44.9,32.1,19.5
"5531","Texas","Zapata",2019,36069,8.6,38.6,60.2,50.1,44.2,1.6,43.4,30.1,18.3
"5532","Texas","Zavala",2018,30076,9.2,39.9,62,49.5,43.1,3.6,46.6,32,19.6
"5533","Texas","Zavala",2019,32538,8.7,38.6,67.2,49.1,46.3,3.5,46,29.6,18.9
"5534","Utah","Beaver",2018,55940,9.7,67.3,90.3,48.9,20,5.6,32,9.4,12.5
"5535","Utah","Beaver",2019,58309,9.7,53.4,82.3,49.1,23.1,5.4,31.2,8.9,11.3
"5536","Utah","Box Elder",2018,62689,9.7,57.5,93.2,49.3,18.2,4.5,34.9,7.3,11.4
"5537","Utah","Box Elder",2019,69380,10,50.4,86.3,49.1,21.9,4.8,34.2,7.5,10.7
"5538","Utah","Cache",2018,60315,9.5,57.6,93.1,50,17.5,6.9,27.8,12.9,9.7
"5539","Utah","Cache",2019,63180,9.6,53,83.1,50,19.2,7,33.8,13.1,9.1
"5540","Utah","Carbon",2018,51394,10.2,45.2,90.8,50.3,21.7,5.2,35.3,14.4,13.7
"5541","Utah","Carbon",2019,52110,10.5,46.7,88.4,50.3,25.6,5.3,34.2,16.4,12.2
"5542","Utah","Daggett",2018,58910,9.2,78.3,96.2,43.6,17.9,4.4,30.3,6.5,10.7
"5543","Utah","Daggett",2019,63433,9.4,74.3,95.5,43.3,20.1,4.5,29.8,6.7,10.3
"5544","Utah","Davis",2018,84381,8.8,53.1,95.5,49.5,16.1,7.7,28,5.7,8.5
"5545","Utah","Davis",2019,87610,9.7,50.9,84.8,49.5,19.6,7.9,33.9,5.5,8.1
"5546","Utah","Duchesne",2018,60767,10.1,40.6,87.9,49.5,21.1,8.6,33.8,11.9,15
"5547","Utah","Duchesne",2019,59437,10.3,42.9,85.4,49.4,26.1,9.1,33.4,14.2,13.8
"5548","Utah","Emery",2018,54213,10,92.1,93.9,49,20.4,3.5,34.6,12.5,12.5
"5549","Utah","Emery",2019,61893,10.1,75.1,90.4,49.1,21.7,3.5,34.5,10.9,11.7
"5550","Utah","Garfield",2018,51028,9.8,57.6,92,48.1,20.7,6.5,30,11.2,12.4
"5551","Utah","Garfield",2019,54625,9.7,34,87.9,47.7,22.8,6.4,31.3,9.4,10.9
"5552","Utah","Grand",2018,50750,9.7,72.7,90.8,50.4,19.1,9.7,29.7,11.3,12.4
"5553","Utah","Grand",2019,53535,9.6,64.8,87.2,50.3,20.8,9.9,29,12.2,10.9
"5554","Utah","Iron",2018,51393,10.1,46.9,92.8,49.9,19.7,6.5,30.7,14.4,13.1
"5555","Utah","Iron",2019,58307,10.1,37.5,84.8,50,20.4,6.5,32.9,13.1,10.5
"5556","Utah","Juab",2018,65379,9.8,39.3,92.2,48.7,19.7,3.9,30.6,8.5,13.2
"5557","Utah","Juab",2019,66056,10,41.8,87.2,48.6,23.3,4,34.7,9,12.6
"5558","Utah","Kane",2018,52355,9.7,74.7,92.8,49.7,18,5,30.3,10.5,11
"5559","Utah","Kane",2019,55887,9.9,67.8,85.9,49.8,20.9,5.4,30.5,9.4,10.2
"5560","Utah","Millard",2018,58644,9.7,79.8,88.7,48.8,20.1,6,37,11.3,11.5
"5561","Utah","Millard",2019,59069,10,67.5,81.7,48.8,24.6,6.1,32.3,11.8,11.7
"5562","Utah","Morgan",2018,98875,9,51.7,97.6,48.4,15,2.6,29.8,4,9.3
"5563","Utah","Morgan",2019,101943,9.3,49.2,87.5,48.4,18,2.8,29.3,4,8.8
"5564","Utah","Piute",2018,40387,10.1,98,86.9,48.2,22.8,3.6,31.8,18.6,12.8
"5565","Utah","Piute",2019,42196,10,52.5,84.9,48.9,25.1,3.7,33.5,15.7,11.4
"5566","Utah","Rich",2018,60695,9.5,54.9,98.6,48.6,19.1,2.9,30.8,8.9,11.4
"5567","Utah","Rich",2019,64583,9.7,53.3,90.5,48.3,22.3,2.8,31.3,9.3,10.7
"5568","Utah","Salt Lake",2018,73619,9.6,44.8,90.4,49.8,18.9,12.7,29.2,9,11.4
"5569","Utah","Salt Lake",2019,79941,10.4,44.1,81.9,49.8,20.5,12.9,30.8,9,9.5
"5570","Utah","San Juan",2018,42982,12.4,67,83.8,50.2,25.5,52.5,38.2,22.6,18.1
"5571","Utah","San Juan",2019,49438,11.9,62.3,81.6,50.1,24.5,52,38.4,21.9,16.1
"5572","Utah","Sanpete",2018,52910,10.2,43.6,89.7,47.3,19.5,6.2,30,14.8,12.2
"5573","Utah","Sanpete",2019,54648,9.9,46.9,85.2,47.2,24.5,6.1,32.4,13.1,12.4
"5574","Utah","Sevier",2018,54339,10.4,80.2,89.9,49.1,20.1,3.9,32.3,12,13.4
"5575","Utah","Sevier",2019,58983,10.5,58.6,85.7,49,23.2,3.9,33.7,12.1,12.3
"5576","Utah","Summit",2018,105374,8.6,50.8,94.9,48.8,12.6,5.3,19,6.2,8.3
"5577","Utah","Summit",2019,112482,8.5,51.1,80.5,48.8,15.6,5.4,21.8,4.7,7.4
"5578","Utah","Tooele",2018,73584,9.7,49.9,91,49.4,22.6,5.7,38.9,6.8,12.1
"5579","Utah","Tooele",2019,80196,10.1,47.9,84.6,49.2,23.1,5.9,34.1,5.3,11
"5580","Utah","Uintah",2018,63631,10.6,92.1,86.1,49.3,22.1,11.8,36.1,11.5,15.1
"5581","Utah","Uintah",2019,62541,10.5,81.1,82.2,49.2,25.2,11.7,36.1,11.1,14
"5582","Utah","Utah",2018,75296,8.8,47.6,94.2,49.5,18.4,7,30.1,9.4,6.9
"5583","Utah","Utah",2019,79505,8.8,49,83.4,49.5,18.5,7.3,29.6,9.7,6.3
"5584","Utah","Wasatch",2018,85380,8.6,43.8,95.1,49.2,15.4,4.5,26.8,5.3,9.5
"5585","Utah","Wasatch",2019,92136,8.9,44.2,83.1,49.2,18.2,4.7,28.7,5,8.2
"5586","Utah","Washington",2018,57069,9.5,80.7,92.5,50.4,17.4,6.6,27.9,9.7,9.9
"5587","Utah","Washington",2019,64388,9.1,73.9,86.7,50.4,19.2,6.7,30.4,9.5,8.6
"5588","Utah","Wayne",2018,47175,9.6,68.7,88.5,48.7,17.7,4,27.1,12.9,11.4
"5589","Utah","Wayne",2019,50555,9.7,48.1,81.1,48.9,21.9,4.1,32.5,11.8,10.8
"5590","Utah","Weber",2018,68106,9.5,53.8,90.3,49.7,18.8,7.5,30.6,9.4,12.4
"5591","Utah","Weber",2019,71835,10,50.4,84.4,49.7,23.7,7.7,36,6.9,10.5
"5592","Vermont","Addison",2018,68878,10.7,59.6,92.9,50.1,18.4,5.4,25.7,8.9,12.9
"5593","Vermont","Addison",2019,73574,9.6,55.8,84.6,50,18.3,5.5,25.2,7.9,13.7
"5594","Vermont","Bennington",2018,52510,11.3,65.6,91.9,51.4,19.6,4.4,28.1,11.4,15.1
"5595","Vermont","Bennington",2019,56948,11.1,64.9,83.4,51.5,20.8,4.7,25.7,10,16
"5596","Vermont","Caledonia",2018,50368,11,63.1,90.9,50,20.7,3.8,28,12.5,17.7
"5597","Vermont","Caledonia",2019,50942,9.9,53.4,85.4,50.1,23.4,3.9,28.7,12.3,17.4
"5598","Vermont","Chittenden",2018,74240,10.5,54.9,94.1,51,15.3,9.7,23.6,10.4,11.8
"5599","Vermont","Chittenden",2019,76483,9.6,48.8,81.8,51,17.4,9.9,23.1,10.5,12.1
"5600","Vermont","Essex",2018,43671,11.4,68.8,85.8,50.1,24.1,3.3,28.8,15.5,18.7
"5601","Vermont","Essex",2019,45796,10.9,66.4,85.2,49.9,26.7,3.5,29.8,14.8,20.7
"5602","Vermont","Franklin",2018,61129,11.3,42.4,90.8,50.3,23.6,4.8,30.9,11.1,16.7
"5603","Vermont","Franklin",2019,65056,10.5,47.1,85.7,50.4,23,5,32.4,9.6,17.3
"5604","Vermont","Grand Isle",2018,67746,10.1,49.4,94.3,49.3,19.2,5.8,31.1,8.2,14.4
"5605","Vermont","Grand Isle",2019,68364,9.6,46.3,84.3,49,19.9,6,25.7,8.1,15.4
"5606","Vermont","Lamoille",2018,60230,10.8,49.4,92.6,49.8,19.6,4,25.8,11,16.4
"5607","Vermont","Lamoille",2019,60555,10.1,50.7,85.7,49.9,23.3,4.1,26.8,9.1,16.2
"5608","Vermont","Orange",2018,62300,10.7,58.3,91.8,49.9,18.9,3.1,28.5,10.2,16.1
"5609","Vermont","Orange",2019,59758,10.6,50.1,87.1,49.9,22.1,3.1,32,9.4,16.1
"5610","Vermont","Orleans",2018,48688,11.2,59.5,87.6,50,23.1,3.8,31.7,12.2,19.6
"5611","Vermont","Orleans",2019,48826,10.6,60.3,84.2,50,25.2,3.9,32.7,12.7,19.5
"5612","Vermont","Rutland",2018,51723,11,71.2,92.3,50.7,21.5,3.4,31.4,10.4,16.1
"5613","Vermont","Rutland",2019,51903,10.7,68.8,86.6,50.4,21.9,3.5,32.4,10.8,17.2
"5614","Vermont","Washington",2018,61808,10.5,51.7,93.4,50.5,16.9,4.1,24.4,10.8,13.8
"5615","Vermont","Washington",2019,65879,10.7,45,84.3,50.3,18.8,4.2,27.2,8.4,14.9
"5616","Vermont","Windham",2018,54441,10.9,57.7,93.4,51,18.3,5.3,26.1,12,15.3
"5617","Vermont","Windham",2019,52068,10.4,56.4,84.6,51.1,18.6,5.4,22.8,11.6,16.8
"5618","Vermont","Windsor",2018,57438,10.8,63.3,93.2,51.2,18.6,3.9,28.6,9.6,14.6
"5619","Vermont","Windsor",2019,61843,10,55.9,86.8,51.1,20,4,27.3,9.2,15
"5620","Virginia","Accomack",2018,42879,10.4,57.4,81.3,51.1,30.3,32.2,39.4,17.3,21.7
"5621","Virginia","Accomack",2019,47335,10.3,48.7,78.6,51.2,33.8,32.6,40,16.4,20.1
"5622","Virginia","Albemarle",2018,80392,8.6,51.4,91.4,52.2,18.4,18.3,27.1,8.7,13.1
"5623","Virginia","Albemarle",2019,86332,8.6,50.3,80.7,52.2,23.5,18.4,27.7,6.7,13.3
"5624","Virginia","Alexandria",2018,99425,8.3,25.2,92.5,51.8,18.9,33.4,26.4,10.1,13
"5625","Virginia","Alexandria",2019,102589,8.4,24.7,80.7,51.8,21.7,33.4,28.2,8.6,12.5
"5626","Virginia","Alleghany",2018,46538,9.9,79.6,85.6,51.1,28.8,7.2,35.3,14.8,22
"5627","Virginia","Alleghany",2019,53341,10.5,67.7,84.9,51.1,31.3,7.1,36.4,11.5,20.7
"5628","Virginia","Amelia",2018,57280,9.8,57.6,83.5,50.8,27.2,23.5,35.2,9.9,20.6
"5629","Virginia","Amelia",2019,60096,10.1,61.7,80.9,50.6,30.1,23.6,35.2,9.3,19.5
"5630","Virginia","Amherst",2018,50580,9.9,50.7,85.2,51.3,26.2,22.9,32.7,13,20.1
"5631","Virginia","Amherst",2019,56218,10.3,45.3,82.9,51.5,30.4,23.2,36.1,12,19
"5632","Virginia","Appomattox",2018,51131,10,56.2,84.1,51.5,26.7,21.6,34.2,13.5,21.1
"5633","Virginia","Appomattox",2019,54609,10.2,50.2,82.2,51.5,29.7,21.2,35.6,12.6,19.1
"5634","Virginia","Arlington",2018,120950,7.6,25.8,94.1,49.9,16.5,25,20.1,6.3,10.8
"5635","Virginia","Arlington",2019,118986,7.9,21.7,78.1,49.9,18.3,25.3,23.5,7.6,9.2
"5636","Virginia","Augusta",2018,60556,8.9,55.2,87.4,49.3,24,7,33.1,9,17.9
"5637","Virginia","Augusta",2019,63621,9.5,47.5,82.5,49.3,29.5,7.2,32.5,7.3,18.8
"5638","Virginia","Bath",2018,50564,9.9,74.1,87.2,49.5,29,6.6,33.1,10.7,22.2
"5639","Virginia","Bath",2019,54385,10.2,65.6,87.9,49.4,32.5,6.6,35.2,9.9,20.5
"5640","Virginia","Bedford",2018,61186,9,55.8,89.8,50.7,20.3,10.4,31.2,10.4,17.5
"5641","Virginia","Bedford",2019,66591,9.2,48.4,84.5,50.8,26.7,10.5,33.4,8.6,16.6
"5642","Virginia","Bland",2018,47681,8.8,96.9,91.5,45.1,23.1,5.6,31.4,14.1,19.4
"5643","Virginia","Bland",2019,49023,9.3,111.9,85.6,45.1,28.3,5.7,34.3,13.4,19.8
"5644","Virginia","Botetourt",2018,71874,8.8,59.4,92.6,50.4,21.9,5.7,30.7,7.4,17.3
"5645","Virginia","Botetourt",2019,74178,9.2,52.4,86.4,50.3,25.8,5.8,31.3,5.7,16
"5646","Virginia","Bristol",2018,36903,10.2,80.6,83.7,52.4,28.4,9.9,33.9,20.5,22.6
"5647","Virginia","Bristol",2019,37678,10.8,76.9,80.6,52.6,32.1,10.2,36.6,21.8,21.1
"5648","Virginia","Brunswick",2018,41803,10.6,64.5,79,46.4,31.6,57.8,41.5,22.5,22.9
"5649","Virginia","Brunswick",2019,43835,10.8,67.9,77,46.2,35.3,57.8,41.4,20.9,21.8
"5650","Virginia","Buchanan",2018,32144,10.7,132.1,70.3,49.5,34.8,4.5,35.3,27.6,27.5
